# French phrases mapped to English phrases
# Author: @TerryDolan
# Version: 1, containing ~900 words and phrases
# Status: Published
# Last Updated: 23rd May 2025
#
>French: English
quitter: to leave, quit, exit e.g. Il a quitté sa petite amie: he left his girlfriend
quoi: what (usually at end of sentence e.g. tu fais quoi?)
quotidien, quotidienne: daily
raisin (m): grape
raison (f): reason, right
randonnée (f): hike, hiking
ranger: to tidy up, put away, clean up
rap (m): rap (music)
rapide: fast, quick
rapidement: quickly
raté, ratée: failed, failure (failure, can be masuline or feminine noun)
rater: to fail, miss e.g. j’ai raté mon bus: i missed my bus
réception (f): reception, front desk
réceptionniste: receptionist (can be masculine or feminine)
recette (f): recipe
reçevoir: to receive, have over (e.g. friends for dinner)
recyclage (m): recycling
réfrigérateur (m): refrigerator, fridge
regarder: to look
rembourser: to repay, refund, pay back
remercier: to thank
remplir: to fill up, fill, fill out
rencard (m): date
rencontrer: to meet
renforcer: to reinforce, strengthen # ignore translation error
renseignement (m): information, peice of information, intelligence
renseigner: to give information to, inform, advise
rentrer: to return, come back, go home
renverser: to spill, knock over
repas (m): meal
répondre: to reply to, respond, answer
réponse (f): response, answer
reportage (m): report, story, reporting
responsable: responsible
ressembler: to look like e.g. elle ne ressemble pas à sa sœur: she doesn’t look like her sister.
restaurant (m): restaurant
rester: to stay
resto (m): restaurant (informal)
retard: delay
retirer: to withdraw (cash), take out
retourner: to go back, return
retrouver: to meet up with, find
réunion (f): meeting
rêve (m): dream
revenir: to come back
réverbère (m): street lamp # ignore translation error
riche: rich (masuline and feminine; mpl: les riches, fpl: les richesses)
rideau (m): curtain
rigoler: to laugh
rivière (f): river, flows into another river
riz (m): rice
robe (f): dress
rompre: to break up
roue (f): wheel
route (f): road, route, way, journey
royaume-uni (m): United Kingdom # ignore translation error
rue (f): street
rugby (m): rugby
russe: Russian
s'appeler: to be called
s’intéresser: to take an interest in
s’occuper: to take care of
sac (m): bag
sac à dos: backpack
saison (f): season
salade (f): salad
sale: dirty (male and female)
salé, salée: salty
salle (f): room (usually a specific type e.g. salle de bain)
salon (m): living room
sandwich (m): sandwich
santé (f): health
saucisse (f): sausage
sauf: except
savoir: to know facts, info or skills (to know how to do something)
scooter (m): scooter, motorised
se asseoir: to sit down (order e.g. asseyez-vous, assieds-toi)
se battre: to fight, battle, struggle
se coucher: to go to bed, set
se dépêcher: to hurry
se garer: to park yourself
se lever: to get up
se perdre: to get lost, lose one's way, disappear
se préparer: to prepare, get ready
se promener: to take a walk
se reposer: to rest
se retourner: to turn around # ignore translation error
se réveiller: to wake up
se sentir: to feel
se souvenir: to remember e.g. je ne me souviens pas de son adresse: I can’t remember his address
seconde (f): second e.g. a second in time # ignore translation error
secrétaire: secretary (can be masculine and feminine)
seigle (m): rye
semaine (f): week
semestre (m): semester, term, half-year
sentir: to smell, feel, taste
série (f): series
sérieux, sérieuse: serious
serviette (f): towel
servir: to serve
seul, seule: alone, by himself, by herself
seulement: only
sexe (m): sex, gender
short (m): shorts
si: if, so
siècle (m): a century
signer: to sign
singe (m): monkey
site (m): site, place of interest, website
skier: to ski
soda (m): soda
soif (f): thirst
soin (m): care
sol (m): ground, floor
soleil (m): sun
son, sa, ses: his, her # ignore translation error
sortir: to go out
soudain, soudaine: sudden, suddenly
souhaiter: to wish
soupe (f): soup
sourire (m): smile, smiling; to smile (verb)
souris (f): mouse # ignore translation error
soustraction (f): subtraction
souvenir (m): memory, keepsake
souvent: often
spectacle (m): show, performance
stade (m): stadium
station (f): station e.g. la station de metro
stylo (m): pen
sucre (m): sugar
sucré, sucrée: sweet
sud (m): south
suisse: Swiss
suivre: to follow
sujet (m): subject
super: awesome, great
supermarché (m): supermarket
sur, sure: sure
surprise (f): surprise
sushi (m): sushi e.g. les sushis est un plat japonais: sushi is a japanese dish
sweat-shirt (m): sweatshirt
sympa: nice
t-shirt (m): T-shirt
table (f): table
tableau (m): painting
taille (f): size, height
tante (f): aunt
tapis (m): rug, carpet
tard: late
teindre: to dye
télécharger: to download
téléphone (m): phone, telephone e.g. un telephone portable: a mobile phone
télévision (f): television, TV (French abbreviation: télé)
tellement: so many, so much, so # ignore translation error
temple (m): temple
temps (m): time, weather
tente (f): tent
terminer: to finish, end
tête (f): head
texte (m): text, lyrics (of song)
théâtre (m): theatre
ticket (m): receipt, ticket
tien, tienne: yours (singular) e.g. Est-il que je peux avoir le tien: can I have yours?
timbre (m): stamp
timide: shy, timid
toit (m): roof
tomate (f): tomato
ton, ta, tes: your (adjective)
tort (m): wrong
tôt: early
toujours: always, still
tour (f): tower # ignore translation error
tour (m): tour, excursion e.g. un tour à vélo: a bike-ride # ignore translation error
tout, tous; toute, toutes: all, every, everything, very (tout=everything, tous=everybody e.g. nous comprenons tout: we understand everything; nous vous comprenons tous: we understand you all)
tram (m): tram
tranche (f): slice
tranquille: quiet, calm
traverser: to cross
triste: sad
troisième: third
trop: too, too much, too many
trottinette (f): scooter, usually foot powered (though can be e-scooter!)
trouver: to find
tunisien, tunisienne: Tunisian
type (m): type, kind, guy (informal)
université (f): university
usine (f): factory
valise (f): suitcase
végane: vegan (can be masculine or feminine) # ignore translation error
vent (m): wind
vérifier: to check, verify
verre (m): glass
vers: towards, around, at about
veste (f): jacket
vêtement (m): garment
viande (f): meat
vide: empty
vidéo (f): video
vider: to empty (past participle: vidé)
vie (f): life
vieillir: to grow old, age
vieux, vieille: old
village (m): village
ville (f): town, city
visage (m): face
vite: quick, quickly, fast
vivre: to live
vocabulaire (m): vocabulary
voie (f): track, way e.g. montrer la voie: to show the way
voilà: here is, here are, there is, that is
voir: to see (past participle: vu)
voiture (f): car, coach # ignore translation error
vol (m): flight
voler: to fly
votre, vos: your (formal)
voyage (m): trip, journey
voyager: to travel
vraiment: really
vue (f): view
web (m): web, online
y: there e.g. nous y sommes allés: we went there # ignore translation error
yaourt (m): yogurt
yoga (m): yoga
zéro (m): zero
zoo (m): zoo
